address,beds,bath,area,maintenance,parking,taxes,built,mlsNumber,levels,garage,lotSize,pricePerSqFt,soldDate,soldPrice,listingDate,listingPrice
"408 - 19530 65 Avenue, Surrey, BC",1,1,794 sqft,,1,"$2,044",2011,R2863369,Residential,Yes,,$676,11/06/2024,"$523,000",26/03/2024,"$536,900"
"64 - 19455 65 Avenue, Surrey, BC",3,2,1494 sqft,,2,"$2,999",2007,R2884223,Residential,Yes,,$568,11/06/2024,"$832,500",15/05/2024,"$849,999"
"35 - 8778 159 Street, Surrey, BC",3,2,1404 sqft,,2,"$2,907",2003,R2890266,Residential,Yes,,$598,11/06/2024,"$826,000",03/06/2024,"$839,800"
"14054 20 A Avenue, Surrey, BC",4,2,2515 sqft,,6,"$6,211",1999,R2889561,Residential,Yes,,$830,11/06/2024,"$2,015,000",02/06/2024,"$2,088,000"
"36 - 16325 82 Avenue, Surrey, BC",2,2,1245 sqft,,2,"$2,798",1995,R2892317,Residential,Yes,,$578,11/06/2024,"$719,000",10/06/2024,"$719,900"
"15765 92 B Avenue, Surrey, BC",3,3,2245 sqft,,6,"$4,875",1987,R2856072,Residential,No,,$679,11/06/2024,"$1,445,000",04/03/2024,"$1,525,000"
"2001 - 13655 Fraser Highway, Surrey, BC",1,1,491 sqft,,1,"$1,899",2021,R2890523,Residential,Yes,,$995,10/06/2024,"$488,000",03/06/2024,"$489,000"
"202 - 15323 17 A Avenue, Surrey, BC",2,2,968 sqft,,1,"$2,176",2003,R2884426,Residential,Yes,,$609,10/06/2024,"$585,000",16/05/2024,"$589,900"
"2096 128a Street, Surrey, BC",7,3,4592 sqft,,6,"$7,932",2011,R2882159,Residential,Yes,,$500,10/06/2024,"$2,220,000",12/05/2024,"$2,298,000"
"11 - 18199 70 Avenue, Surrey, BC",3,2,1485 sqft,,2,"$3,016",2008,R2889509,Residential,Yes,,$538,10/06/2024,"$815,000",02/06/2024,"$799,000"
"19248 69 Th Avenue, Surrey, BC",6,3,3487 sqft,,4,"$5,108",2007,R2890926,Residential,Yes,,$458,10/06/2024,"$1,560,000",02/06/2024,"$1,599,000"
"318 - 13911 70 Avenue, Surrey, BC",2,2,1485 sqft,,2,"$1,553",1991,R2852335,Residential,Yes,,$403,10/06/2024,"$590,000",21/02/2024,"$599,900"
"7160 142 Street, Surrey, BC",5,4,2309 sqft,,7,"$5,967",1964,R2887040,Residential,Yes,,$670,10/06/2024,"$1,505,000",29/05/2024,"$1,549,000"
"10436 128 Street, Surrey, BC",5,3,2500 sqft,,4,"$5,508",1981,R2882099,Residential,No,,$559,10/06/2024,"$1,300,000",12/05/2024,"$1,399,879"
"15033 Raven Place, Surrey, BC",4,1,2269 sqft,,6,"$4,547",1959,R2884770,Residential,No,,$554,10/06/2024,"$1,270,000",19/05/2024,"$1,259,000"
"14339 Kindersley Drive, Surrey, BC",4,2,1940 sqft,,3,"$4,447",1975,R2890981,Residential,No,,$662,10/06/2024,"$1,240,000",04/06/2024,"$1,285,000"
"39 - 7177 194 A Street, Surrey, BC",3,3,1910 sqft,,0,"$3,710",2021,R2890737,Residential,Yes,,$548,10/06/2024,"$1,020,000",04/06/2024,"$1,048,000"
"1 - 14217 18 A Avenue, Surrey, BC",2,2,1145 sqft,,1,"$2,878",1986,R2891859,Residential,Yes,,$860,10/06/2024,"$960,000",06/06/2024,"$985,000"
"5835 189a Street, Surrey, BC",3,2,2471 sqft,,4,"$4,979",1989,R2880643,Residential,Yes,,$586,10/06/2024,"$1,435,000",06/05/2024,"$1,449,995"
"109 - 16433 64 Avenue, Surrey, BC",2,2,1469 sqft,,2,"$2,893",2009,R2872566,Residential,Yes,,$612,10/06/2024,"$870,000",16/04/2024,"$899,900"
"2024 140 Street, Surrey, BC",4,2,2011 sqft,,6,"$5,701",1969,R2890604,Residential,No,,$717,10/06/2024,"$1,460,000",04/06/2024,"$1,442,000"
"112 - 2729 158 Street, Surrey, BC",3,2,1389 sqft,,2,"$3,007",2010,R2875059,Residential,Yes,,$593,10/06/2024,"$785,000",28/04/2024,"$825,000"
"504 - 9123 154 Street, Surrey, BC",2,2,1479 sqft,,1,"$2,067",1987,R2891075,Residential,Yes,,$419,10/06/2024,"$615,000",04/06/2024,"$619,999"
"154 - 15111 Edmund Drive, Surrey, BC",3,2,1374 sqft,,2,"$2,363",2020,R2884588,Residential,Yes,,$636,10/06/2024,"$862,000",19/05/2024,"$875,000"
"54 - 12036 66 Avenue, Surrey, BC",3,2,1506 sqft,,2,"$3,129",2012,R2888757,Residential,Yes,,$530,10/06/2024,"$850,000",28/05/2024,"$799,000"
"125 - 6758 188 Street, Surrey, BC",2,2,765 sqft,,2,"$2,060",2010,R2891362,Residential,Yes,,$718,10/06/2024,"$580,300",05/06/2024,"$550,000"
"26 - 16488 64 Avenue, Surrey, BC",3,2,1486 sqft,,2,"$3,333",2016,R2889058,Residential,Yes,,$602,10/06/2024,"$871,000",30/05/2024,"$895,000"
"312 - 15185 22 Avenue, Surrey, BC",2,2,1255 sqft,,1,"$2,560",1993,R2883467,Residential,Yes,,$588,09/06/2024,"$740,000",21/05/2024,"$739,000"
"42 - 19159 Watkins Drive, Surrey, BC",2,2,1219 sqft,,2,"$2,580",2015,R2890472,Residential,Yes,,$655,09/06/2024,"$794,000",04/06/2024,"$799,000"
"1602 - 13318 104 Avenue, Surrey, BC",2,2,851 sqft,,1,"$2,645",2021,R2889518,Residential,Yes,,$763,09/06/2024,"$682,000",02/06/2024,"$649,888"
"103 - 2960 151 Street, Surrey, BC",2,2,853 sqft,,2,"$2,246",2018,R2878737,Residential,Yes,,$784,09/06/2024,"$650,000",05/05/2024,"$668,900"
"309 - 17695 58 Avenue, Surrey, BC",2,2,1068 sqft,,1,"$1,857",1987,R2883728,Residential,Yes,,$468,09/06/2024,"$490,000",21/05/2024,"$499,999"
"305 - 9948 151 Street, Surrey, BC",2,2,998 sqft,,2,"$2,207",1993,R2889550,Residential,Yes,,$571,09/06/2024,"$560,500",02/06/2024,"$570,000"
"4103 - 13750 100 Avenue, Surrey, BC",1,1,555 sqft,,1,"$2,055",2016,R2888896,Residential,Yes,,$810,09/06/2024,"$525,000",27/05/2024,"$449,999"
"2 - 19202 66 A Avenue, Surrey, BC",3,2,1644 sqft,,2,"$2,781",2021,R2890929,Residential,Yes,,$486,09/06/2024,"$842,500",04/06/2024,"$799,900"
"504 - 2855 156 Street, Surrey, BC",1,1,622 sqft,,1,"$2,005",2016,R2892291,Residential,Yes,,$803,09/06/2024,"$505,000",09/06/2024,"$499,999"
"43 - 8778 159 Street, Surrey, BC",3,2,1421 sqft,,2,"$2,674",2003,R2889486,Residential,Yes,,$562,09/06/2024,"$835,000",02/06/2024,"$799,900"
"131 - 12040 68 Avenue, Surrey, BC",4,3,2348 sqft,,2,"$3,305",2005,R2887770,Residential,Yes,,$447,09/06/2024,"$1,035,000",27/05/2024,"$1,049,588"
"509 - 13615 Fraser Highway, Surrey, BC",2,2,809 sqft,,1,"$2,348",2021,R2890346,Residential,Yes,,$741,09/06/2024,"$635,000",03/06/2024,"$599,900"
"303 - 9299 121 Street, Surrey, BC",2,2,1247 sqft,,2,"$2,022",1991,R2864085,Residential,Yes,,$479,09/06/2024,"$587,000",01/04/2024,"$597,900"
"7464 141 A Street, Surrey, BC",4,2,1908 sqft,,3,"$5,652",1979,R2888961,Residential,No,,$689,-,-,02/06/2024,"$1,315,000"
"9210 132 A Street, Surrey, BC",5,4,2705 sqft,,4,"$5,635",1980,R2880050,Residential,No,,$576,09/06/2024,"$1,505,000",02/05/2024,"$1,559,000"
"104 - 14885 60 Avenue, Surrey, BC",2,2,964 sqft,,1,"$2,230",2014,R2880957,Residential,Yes,,$674,09/06/2024,"$649,000",07/05/2024,"$649,999"
"12251 Parktree Crescent, Surrey, BC",4,2,2224 sqft,,4,"$5,715",1989,R2865530,Residential,Yes,,$696,09/06/2024,"$1,489,000",03/04/2024,"$1,549,000"
"15915 101 Avenue, Surrey, BC",4,3,2125 sqft,,5,"$4,765",1981,R2887681,Residential,Yes,,$728,09/06/2024,"$1,518,000",26/05/2024,"$1,549,000"
"4 - 15255 36 Avenue, Surrey, BC",4,3,2530 sqft,,4,"$4,096",2004,R2891253,Residential,Yes,,$474,09/06/2024,"$1,200,000",04/06/2024,"$1,199,900"
"102 - 16065 83 Avenue, Surrey, BC",2,2,1230 sqft,,2,"$2,233",1995,R2890728,Residential,Yes,,$503,09/06/2024,"$599,000",05/06/2024,"$619,800"
"67 - 350 174 Street, Surrey, BC",2,2,2400 sqft,,2,$529,2012,R2884146,Residential,Yes,,$597,09/06/2024,"$1,415,000",16/05/2024,"$1,435,000"
"30 - 16685 25 Avenue, Surrey, BC",4,2,1620 sqft,,2,"$2,905",2020,R2891146,Residential,Yes,,$601,09/06/2024,"$945,000",04/06/2024,"$975,000"
"8 - 6116 128 Street, Surrey, BC",5,3,2732 sqft,,2,"$3,909",2005,R2891292,Residential,Yes,,$365,09/06/2024,"$1,185,000",04/06/2024,"$999,879"
"53 - 2303 Cranley Drive, Surrey, BC",2,2,1658 sqft,,2,"$2,131",1985,R2887551,Residential,No,,$422,09/06/2024,"$699,999",30/05/2024,"$699,999"
"14920 58a Avenue, Surrey, BC",4,2,3014 sqft,,6,"$5,348",2003,R2892128,Residential,Yes,,$504,09/06/2024,"$1,503,000",09/06/2024,"$1,519,900"
"57 - 3618 150 Street, Surrey, BC",4,3,2455 sqft,,2,"$5,674",2020,R2850254,Residential,Yes,,$610,09/06/2024,"$1,480,000",19/02/2024,"$1,499,999"
"16691 85 Avenue, Surrey, BC",6,4,3771 sqft,,6,"$5,861",1997,R2889719,Residential,Yes,,$464,09/06/2024,"$1,710,000",02/06/2024,"$1,750,000"
"13 - 13640 84 Avenue, Surrey, BC",2,2,1300 sqft,,1,"$2,312",1995,R2886604,Residential,Yes,,$522,08/06/2024,"$670,000",23/05/2024,"$679,000"
"8 - 14834 100 Avenue, Surrey, BC",2,2,1250 sqft,,2,"$1,847",1987,R2889444,Residential,No,,$495,08/06/2024,"$615,000",30/05/2024,"$619,000"
"17003 104 A Avenue, Surrey, BC",5,4,3983 sqft,,6,"$5,602",1995,R2881365,Residential,Yes,,$451,08/06/2024,"$1,727,500",08/05/2024,"$1,799,000"
"15064 59 A Avenue, Surrey, BC",6,5,4003 sqft,,4,"$7,008",2009,R2870815,Residential,Yes,,$464,08/06/2024,"$1,785,000",14/04/2024,"$1,858,000"
"8944 156 A Street, Surrey, BC",3,2,2139 sqft,,2,"$6,526",1973,R2888943,Residential,Yes,,$635,08/06/2024,"$1,300,000",26/05/2024,"$1,359,000"
"608 - 10778 138 Street, Surrey, BC",2,2,766 sqft,,1,,2023,R2838916,Residential,Yes,,$848,08/06/2024,"$649,900",02/01/2024,"$649,900"
"111 - 15835 85 Avenue, Surrey, BC",2,1,618 sqft,,1,"$1,602",2022,R2877260,Residential,Yes,,$953,08/06/2024,"$574,000",29/04/2024,"$589,000"
"314 - 10128 132 Street, Surrey, BC",2,1,903 sqft,,1,"$1,695",1997,R2888667,Residential,Yes,,$553,08/06/2024,"$520,000",27/05/2024,"$499,999"
"202 - 15175 36 Avenue, Surrey, BC",1,1,781 sqft,,2,"$2,233",2014,R2889240,Residential,Yes,,$857,08/06/2024,"$655,000",04/06/2024,"$669,900"
"10350 125 A Street, Surrey, BC",5,3,3191 sqft,,7,"$4,306",1975,R2872713,Residential,Yes,,$466,08/06/2024,"$1,530,000",17/04/2024,"$1,490,000"
"6997 195 A Street, Surrey, BC",4,3,3088 sqft,,5,"$5,323",2008,R2891342,Residential,Yes,,$534,08/06/2024,"$1,641,900",05/06/2024,"$1,649,900"
"7983 126 A Street, Surrey, BC",5,2,1900 sqft,,1,"$4,627",1980,R2891648,Residential,No,,$723,08/06/2024,"$1,290,000",05/06/2024,"$1,375,000"
"1912 - 10777 University Drive, Surrey, BC",1,1,484 sqft,,1,"$1,721",2010,R2885575,Residential,Yes,,$816,08/06/2024,"$395,000",21/05/2024,"$395,000"
"302 - 15765 Croydon Drive, Surrey, BC",2,2,1149 sqft,,2,"$2,541",2009,R2871364,Residential,Yes,,$609,08/06/2024,"$692,000",15/04/2024,"$699,900"
"47 - 19239 70 Avenue, Surrey, BC",3,2,1577 sqft,,2,"$3,068",2018,R2889523,Residential,Yes,,$570,08/06/2024,"$920,000",02/06/2024,"$900,000"
"17230 2 Avenue, Surrey, BC",5,3,2626 sqft,,3,"$4,695",2010,R2889193,Residential,Yes,,$567,08/06/2024,"$1,470,000",05/06/2024,"$1,489,000"
"528 - 13277 108 Avenue, Surrey, BC",2,2,952 sqft,,1,"$2,240",2008,R2891994,Residential,Yes,,$646,08/06/2024,"$599,000",05/06/2024,"$614,999"
"18337 Hunter Place, Surrey, BC",5,2,2038 sqft,,6,"$4,261",1979,R2889059,Residential,No,,$564,07/06/2024,"$1,025,000",31/05/2024,"$1,149,900"
"8744 144 Th Street, Surrey, BC",4,2,1747 sqft,,7,"$4,308",1958,R2881843,Residential,No,,$749,07/06/2024,"$1,270,000",12/05/2024,"$1,310,000"
"5 - 15875 20 Avenue, Surrey, BC",2,1,1167 sqft,,2,"$1,762",1979,R2885390,Residential,No,,$444,07/06/2024,"$510,000",21/05/2024,"$519,000"
"109 - 14151 58 A Avenue, Surrey, BC",3,2,1174 sqft,,2,,2024,R2888024,Residential,Yes,,$689,07/06/2024,"$809,900",26/05/2024,"$809,900"
"165 - 7790 King George Boulevard, Surrey, BC",1,1,768 sqft,,0,$527,1975,R2858166,Residential,No,,$286,07/06/2024,"$205,000",10/03/2024,"$220,000"
"309 - 13501 96 Avenue, Surrey, BC",1,1,777 sqft,,1,"$1,622",1983,R2849786,Residential,Yes,,$564,07/06/2024,"$428,000",13/02/2024,"$439,000"
"75 - 18777 68 A Avenue, Surrey, BC",2,2,1225 sqft,,2,"$2,991",2009,R2891990,Residential,Yes,,$620,07/06/2024,"$760,000",06/06/2024,"$759,999"
"12694 18 Avenue, Surrey, BC",4,4,4218 sqft,,8,"$8,238",2017,R2885702,Residential,Yes,,$755,07/06/2024,"$3,088,000",21/05/2024,"$3,188,000"
"27 - 9168 Fleetwood Way, Surrey, BC",3,2,1778 sqft,,2,"$2,801",1990,R2881167,Residential,Yes,,$506,07/06/2024,"$878,000",08/05/2024,"$899,900"
"606 - 13880 101 Avenue, Surrey, BC",2,2,878 sqft,,1,"$2,032",1994,R2883434,Residential,Yes,,$614,07/06/2024,"$520,000",13/05/2024,"$539,800"
"18044 58 Avenue, Surrey, BC",6,3,2992 sqft,,6,"$5,865",1958,R2878351,Residential,Yes,,$594,07/06/2024,"$1,720,000",29/04/2024,"$1,779,000"
"12192 Gardiner Street, Surrey, BC",3,1,947 sqft,,0,"$5,375",1950,R2883772,Residential,No,,"$1,582",07/06/2024,"$1,415,000",15/05/2024,"$1,499,000"
"219 - 13958 108 Avenue, Surrey, BC",3,2,1270 sqft,,2,"$2,348",2008,R2876582,Residential,Yes,,$614,-,-,09/06/2024,"$749,900"
"102 - 16222 23 A Avenue, Surrey, BC",4,3,1451 sqft,,2,"$2,972",2013,R2879217,Residential,Yes,,$568,06/06/2024,"$800,000",05/05/2024,"$824,900"
"14750 34 A Avenue, Surrey, BC",5,3,3718 sqft,,4,"$5,800",2010,R2889545,Residential,Yes,,$537,06/06/2024,"$1,970,000",02/06/2024,"$1,998,800"
"2328 138 Street, Surrey, BC",7,6,6515 sqft,,10,"$12,635",2012,R2890408,Residential,Yes,,$566,06/06/2024,"$3,550,000",03/06/2024,"$3,688,000"
"323 - 1850 E Southmere Crescent, Surrey, BC",2,1,786 sqft,,1,"$1,802",1982,R2884790,Residential,Yes,,$559,06/06/2024,"$404,000",19/05/2024,"$439,900"
"138 - 19433 68 Avenue, Surrey, BC",2,2,1192 sqft,,2,"$2,552",2013,R2874001,Residential,No,,$620,06/06/2024,"$730,000",22/04/2024,"$739,900"
"13870 Laurel Drive, Surrey, BC",3,1,1432 sqft,,2,"$3,688",1980,R2886958,Residential,Yes,,$767,06/06/2024,"$1,003,000",27/05/2024,"$1,099,000"
"13036 Marine Drive, Surrey, BC",6,4,3970 sqft,,8,"$6,319",1985,R2884288,Residential,No,,$628,06/06/2024,"$2,260,000",16/05/2024,"$2,495,000"
"6 - 7056 192 Street, Surrey, BC",4,2,1781 sqft,,2,"$2,955",2018,R2881287,Residential,Yes,,$527,06/06/2024,"$925,000",07/05/2024,"$938,999"
"18077 61 A Avenue, Surrey, BC",4,2,1642 sqft,,8,"$5,544",1966,R2889767,Residential,Yes,,$974,06/06/2024,"$1,630,000",02/06/2024,"$1,599,900"
"115 - 13468 King George Boulevard, Surrey, BC",1,1,590 sqft,,1,"$1,820",2011,R2881339,Residential,Yes,,$742,06/06/2024,"$421,000",06/05/2024,"$438,000"
"66 - 13706 74 Avenue, Surrey, BC",2,1,1137 sqft,,1,"$2,591",1992,R2880356,Residential,Yes,,$589,06/06/2024,"$675,000",07/05/2024,"$669,888"
"19028 72 A Avenue, Surrey, BC",4,4,3413 sqft,,3,"$5,759",2009,R2887695,Residential,Yes,,$450,06/06/2024,"$1,490,000",26/05/2024,"$1,539,000"
"2048 156 A Street, Surrey, BC",3,2,1868 sqft,,4,"$5,078",1980,R2890784,Residential,Yes,,$869,06/06/2024,"$1,600,000",04/06/2024,"$1,625,000"
"18515 67 A Avenue, Surrey, BC",4,3,2315 sqft,,2,"$4,168",1999,R2879605,Residential,Yes,,$518,06/06/2024,"$1,195,000",05/05/2024,"$1,199,900"
"15996 101 A Avenue, Surrey, BC",5,3,2528 sqft,,4,"$5,362",1980,R2889413,Residential,Yes,,$553,05/06/2024,"$1,341,000",31/05/2024,"$1,399,000"
"7008 178 A Street, Surrey, BC",4,3,2938 sqft,,4,"$5,314",2006,R2889181,Residential,Yes,,$510,05/06/2024,"$1,475,000",30/05/2024,"$1,499,900"
"15910 89 Avenue, Surrey, BC",5,4,3184 sqft,,6,"$5,596",1990,R2886131,Residential,Yes,,$502,05/06/2024,"$1,597,500",21/05/2024,"$1,599,000"
"6537 193 Street, Surrey, BC",4,3,2345 sqft,,2,"$4,507",2005,R2885962,Residential,Yes,,$575,05/06/2024,"$1,349,900",21/05/2024,"$1,349,900"
"3641 Nico Wynd Drive, Surrey, BC",3,3,3528 sqft,,4,"$6,476",1980,R2889179,Residential,Yes,,$586,05/06/2024,"$2,030,000",30/05/2024,"$2,068,000"
"126 - 12044 S Boundary Drive, Surrey, BC",3,2,1693 sqft,,3,"$3,264",1988,R2875197,Residential,Yes,,$513,05/06/2024,"$850,000",25/04/2024,"$869,000"
"12 - 5770 174 Street, Surrey, BC",2,2,1412 sqft,,1,"$2,234",1992,R2882005,Residential,No,,$445,05/06/2024,"$610,000",12/05/2024,"$629,000"
"80 - 18983 72 A Avenue, Surrey, BC",2,2,1469 sqft,,2,"$3,013",2007,R2886867,Residential,Yes,,$554,05/06/2024,"$799,000",20/05/2024,"$815,000"
,,,,,,,,,,,,,,,,
"153 - 8473 163 Street, Surrey, BC",3,2,1322 sqft,,2,"$2,743",2015,R2876777,Residential,Yes,,$618,05/06/2024,"$802,000",29/04/2024,"$817,000"
"14070 68 Th Avenue, Surrey, BC",5,2,2110 sqft,,1,"$5,271",1970,R2883423,Residential,No,,$639,05/06/2024,"$1,432,000",15/05/2024,"$1,350,000"
"17224 59 A Avenue, Surrey, BC",4,3,2450 sqft,,4,"$4,551",1979,R2878306,Residential,Yes,,$530,05/06/2024,"$1,240,000",01/05/2024,"$1,298,800"
"7068 149 A Street, Surrey, BC",7,5,4026 sqft,,4,"$5,660",2007,R2884635,Residential,Yes,,$429,05/06/2024,"$1,705,000",27/05/2024,"$1,728,888"
"6736 184 Street, Surrey, BC",4,3,2230 sqft,,3,"$3,699",2002,R2874734,Residential,No,,$500,05/06/2024,"$1,106,500",24/04/2024,"$1,115,000"
"318 - 15268 105 Avenue, Surrey, BC",1,1,737 sqft,,1,"$1,797",1995,R2887809,Residential,Yes,,$610,04/06/2024,"$415,000",26/05/2024,"$449,850"
"16487 21 Avenue, Surrey, BC",5,3,2273 sqft,,2,"$4,477",2019,R2887975,Residential,Yes,,$615,04/06/2024,"$1,369,000",27/05/2024,"$1,399,900"
"11 - 12128 68 Avenue, Surrey, BC",3,2,1536 sqft,,2,"$3,115",2000,R2887857,Residential,Yes,,$487,04/06/2024,"$840,000",27/05/2024,"$749,555"
"1209 - 10620 150 Street, Surrey, BC",2,1,1016 sqft,,1,"$1,982",1981,R2885363,Residential,No,,$556,04/06/2024,"$553,000",20/05/2024,"$565,000"
"6717 184 A Street, Surrey, BC",4,3,2172 sqft,,1,"$4,107",2002,R2888378,Residential,No,,$505,04/06/2024,"$1,100,000",31/05/2024,"$1,098,800"
"125 - 15268 105 Avenue, Surrey, BC",2,2,1000 sqft,,1,"$2,074",1996,R2879021,Residential,No,,$545,04/06/2024,"$520,000",05/05/2024,"$545,000"
"6702 185 Street, Surrey, BC",4,3,2453 sqft,,3,"$4,245",1998,R2887105,Residential,Yes,,$550,04/06/2024,"$1,330,000",27/05/2024,"$1,349,900"
"56 - 6533 121 Street, Surrey, BC",2,2,1211 sqft,,2,"$2,856",2000,R2889148,Residential,Yes,,$606,04/06/2024,"$732,500",27/05/2024,"$734,800"
"109 - 1744 128 Street, Surrey, BC",3,2,1471 sqft,,2,"$3,304",1985,R2885585,Residential,Yes,,$679,04/06/2024,"$980,000",21/05/2024,"$999,900"
"10592 E Glenwood Crescent, Surrey, BC",4,2,2489 sqft,,6,"$5,175",1988,R2888322,Residential,Yes,,$642,04/06/2024,"$1,533,000",28/05/2024,"$1,599,900"
"15498 112 Avenue, Surrey, BC",4,2,2412 sqft,,4,"$4,871",1991,R2886988,Residential,Yes,,$662,04/06/2024,"$1,600,000",24/05/2024,"$1,598,880"
"304 - 19366 65 Avenue, Surrey, BC",2,1,764 sqft,,2,,2006,R2886750,Residential,Yes,,$719,04/06/2024,"$520,000",22/05/2024,"$549,999"
"307 - 16477 64 Avenue, Surrey, BC",2,2,1479 sqft,,2,"$2,957",2008,R2881335,Residential,Yes,,$709,04/06/2024,"$1,035,000",08/05/2024,"$1,049,500"
"206 - 13725 72 A Avenue, Surrey, BC",2,2,1417 sqft,,1,"$2,657",1989,R2887394,Residential,Yes,,$515,04/06/2024,"$730,700",26/05/2024,"$730,000"
"27 - 6238 192 Street, Surrey, BC",4,2,1774 sqft,,2,"$3,267",2008,R2887554,Residential,Yes,,$501,03/06/2024,"$875,000",26/05/2024,"$889,000"
"18019 61 A Avenue, Surrey, BC",6,2,2682 sqft,,10,"$5,198",1965,R2885746,Residential,Yes,,$633,03/06/2024,"$1,600,000",21/05/2024,"$1,699,900"
"11233 143 A Street, Surrey, BC",4,3,2326 sqft,,0,"$4,454",1978,R2882440,Residential,No,,$429,03/06/2024,"$1,290,000",13/05/2024,"$999,999"
"11366 Loughren Drive Drive, Surrey, BC",5,3,2429 sqft,,4,,1959,R2889348,Residential,No,,$553,03/06/2024,"$1,320,000",30/05/2024,"$1,344,888"
"2343 Christopherson Road, Surrey, BC",4,4,5603 sqft,,6,"$19,540",1993,R2863993,Residential,Yes,,$892,03/06/2024,"$4,475,000",01/04/2024,"$4,998,000"
"7305 192 Street, Surrey, BC",5,3,2521 sqft,,3,"$4,982",2012,R2873119,Residential,Yes,,$491,03/06/2024,"$1,230,000",21/04/2024,"$1,239,999"
"2567 164 A Street, Surrey, BC",4,3,2673 sqft,,4,"$5,337",2016,R2886693,Residential,Yes,,$635,03/06/2024,"$1,750,000",22/05/2024,"$1,699,900"
"12597 23 Avenue, Surrey, BC",6,3,2882 sqft,,6,"$7,350",1970,R2880445,Residential,Yes,,$759,03/06/2024,"$2,135,000",09/05/2024,"$2,188,000"
"22 - 6450 187 Street, Surrey, BC",3,3,1431 sqft,,2,"$2,834",2012,R2882244,Residential,No,,$593,03/06/2024,"$840,000",12/05/2024,"$849,000"
"13133 19a Avenue, Surrey, BC",4,4,4202 sqft,,4,"$6,666",1998,R2887227,Residential,Yes,,$618,03/06/2024,"$2,548,000",27/05/2024,"$2,598,000"
,,,,,,,,,,,,,,,,
"513 - 15436 31 Avenue, Surrey, BC",2,2,869 sqft,,2,"$2,255",2020,R2886539,Residential,Yes,,$804,,,,
"15638 33 Avenue, Surrey, BC",4,3,3027 sqft,,6,"$5,591",2001,R2873774,Residential,Yes,,$577,03/06/2024,"$1,688,000",21/04/2024,"$1,749,000"
"6742 137 A Street, Surrey, BC",5,1,1958 sqft,,5,"$5,077",1958,R2888717,Residential,No,,$689,03/06/2024,"$1,350,000",31/05/2024,"$1,350,000"
"15 - 7155 189 Street, Surrey, BC",4,2,1638 sqft,,2,"$3,176",2005,R2888223,Residential,Yes,,$488,03/06/2024,"$805,000",27/05/2024,"$799,900"
"W219 - 10828 139 A Street, Surrey, BC",1,1,419 sqft,,1,,2024,R2843687,Residential,Yes,,$928,03/06/2024,"$381,000",22/01/2024,"$389,000"
"63 - 2603 162 Street, Surrey, BC",4,3,3532 sqft,,2,"$4,629",2010,R2890255,Residential,Yes,,$452,03/06/2024,"$1,620,000",02/06/2024,"$1,598,000"
"428 - 15137 33 Avenue, Surrey, BC",1,1,797 sqft,,1,"$2,292",2018,R2887309,Residential,Yes,,$751,03/06/2024,"$595,000",26/05/2024,"$599,000"
"2005 - 13738 Central Avenue, Surrey, BC",2,2,763 sqft,,1,,2026,R2892511,Residential,Yes,,"$1,062",03/06/2024,"$810,900",03/06/2024,"$810,900"
"59 - 2450 161 A Street, Surrey, BC",3,2,1383 sqft,,2,"$3,233",2010,R2888626,Residential,Yes,,$625,03/06/2024,"$855,000",02/06/2024,"$865,000"
"26 - 6571 King George Boulevard, Surrey, BC",2,0,648 sqft,,1,$367,1968,R2887366,Residential,No,,$415,03/06/2024,"$250,000",20/05/2024,"$269,000"
"66 - 10806 152 Street, Surrey, BC",3,1,1656 sqft,,2,"$2,488",1971,R2874619,Residential,No,,$437,03/06/2024,"$685,000",23/04/2024,"$724,900"
"1906 - 13618 100 Avenue, Surrey, BC",1,1,567 sqft,,1,"$1,788",2008,R2886220,Residential,Yes,,$775,03/06/2024,"$436,000",22/05/2024,"$439,900"
"437 - 13321 102 A Avenue, Surrey, BC",1,1,668 sqft,,1,"$1,895",2008,R2853858,Residential,Yes,,$763,03/06/2024,"$490,000",27/02/2024,"$510,000"
"3905 - 13350 Central Avenue, Surrey, BC",2,2,709 sqft,,1,,2023,R2847510,Residential,Yes,,"$1,008",03/06/2024,"$695,000",31/01/2024,"$715,000"
"1108 - 9981 Whalley Boulevard, Surrey, BC",2,1,747 sqft,,1,"$2,085",2011,R2887801,Residential,Yes,,$761,02/06/2024,"$580,000",26/05/2024,"$569,000"
"108 - 14151 58 A Avenue, Surrey, BC",3,3,1255 sqft,,2,,2024,R2888003,Residential,Yes,,$689,02/06/2024,"$864,900",26/05/2024,"$864,900"
"108 - 15351 101 Avenue, Surrey, BC",2,2,855 sqft,,1,"$2,362",2019,R2879537,Residential,Yes,,$760,02/06/2024,"$640,000",06/05/2024,"$649,800"
"97 - 17718 60 Avenue, Surrey, BC",2,1,984 sqft,,1,"$1,822",1973,R2888612,Residential,No,,$507,02/06/2024,"$495,000",28/05/2024,"$499,000"
"6481 128 B Street, Surrey, BC",6,3,2981 sqft,,10,"$6,399",1989,R2884615,Residential,Yes,,$569,02/06/2024,"$1,655,000",20/05/2024,"$1,699,000"
"71 - 15850 85 Avenue, Surrey, BC",4,3,1696 sqft,,2,"$2,738",2021,R2879419,Residential,Yes,,$624,02/06/2024,"$1,038,000",05/05/2024,"$1,059,900"
"108 - 15825 85 Avenue, Surrey, BC",3,2,875 sqft,,1,,2023,R2875630,Residential,Yes,,$771,02/06/2024,"$655,000",24/04/2024,"$675,000"
